-- 근태
-- dml - Attendance1.sql
-- depth4
-- 작성자: 김민도

-- 기준일: 2026-02-06 (금)
-- 휴일 및 년도별 공휴일에는 데이터값 입력하지 않았음
-- 오전입실 확률 85% / 오후입실 확률 10% / 병가확률 5%(입실,퇴실 없음)
-- 오전입실 '정상'(attendanceTypeSeq=1) 입실(8시30분~8시59분59초) -> 퇴실(17시50분~17시59분59초) 확률 90% / '조퇴'(attendanceTypeSeq=4) 퇴실(16시50분~16시59분59초) 확률 10%
-- 오후입실 '지각'(attendanceTypeSeq=2) 입실(14시00분~14시59분59초) 퇴실(17시50분~17시59분59초)
-- '병가'(attendanceTypeSeq=5)

-- registeredCourseSeq 1, java 과정
-- 2024-01-02 시작 ~ 2024-06-30 종료
-- 1강의실 30/30명
INSERT INTO ATTENDANCE VALUES (1, TO_DATE('2024-01-02', 'YYYY-MM-DD'), TO_DATE('2024-01-02 08:07:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-02 17:55:01', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (18083, TO_DATE('2025-10-17', 'YYYY-MM-DD'), TO_DATE('2025-10-17 08:24:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-17 17:51:45', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18084, TO_DATE('2025-10-20', 'YYYY-MM-DD'), TO_DATE('2025-10-20 08:00:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-20 17:55:24', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18085, TO_DATE('2025-10-21', 'YYYY-MM-DD'), TO_DATE('2025-10-21 14:55:30', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-21 17:57:37', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18086, TO_DATE('2025-10-22', 'YYYY-MM-DD'), TO_DATE('2025-10-22 08:12:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-22 17:55:23', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18087, TO_DATE('2025-10-23', 'YYYY-MM-DD'), TO_DATE('2025-10-23 08:21:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-23 17:50:51', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18088, TO_DATE('2025-10-24', 'YYYY-MM-DD'), TO_DATE('2025-10-24 08:14:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-24 17:59:17', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18089, TO_DATE('2025-10-27', 'YYYY-MM-DD'), TO_DATE('2025-10-27 14:47:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-27 17:56:42', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18090, TO_DATE('2025-10-28', 'YYYY-MM-DD'), NULL, NULL, 153, 5);
INSERT INTO ATTENDANCE VALUES (18091, TO_DATE('2025-10-29', 'YYYY-MM-DD'), TO_DATE('2025-10-29 08:13:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-29 17:59:49', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18092, TO_DATE('2025-10-30', 'YYYY-MM-DD'), TO_DATE('2025-10-30 08:00:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-30 17:51:22', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18093, TO_DATE('2025-10-31', 'YYYY-MM-DD'), TO_DATE('2025-10-31 08:08:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-10-31 17:52:14', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18094, TO_DATE('2025-11-03', 'YYYY-MM-DD'), TO_DATE('2025-11-03 08:27:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-03 17:54:42', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18095, TO_DATE('2025-11-04', 'YYYY-MM-DD'), TO_DATE('2025-11-04 08:17:27', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-04 17:52:38', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18096, TO_DATE('2025-11-05', 'YYYY-MM-DD'), TO_DATE('2025-11-05 08:09:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-05 17:55:16', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18097, TO_DATE('2025-11-06', 'YYYY-MM-DD'), TO_DATE('2025-11-06 14:28:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-06 17:56:08', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18098, TO_DATE('2025-11-07', 'YYYY-MM-DD'), NULL, NULL, 153, 5);
INSERT INTO ATTENDANCE VALUES (18099, TO_DATE('2025-11-10', 'YYYY-MM-DD'), TO_DATE('2025-11-10 08:05:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-10 17:50:37', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18100, TO_DATE('2025-11-11', 'YYYY-MM-DD'), TO_DATE('2025-11-11 08:18:21', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-11 17:55:44', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18101, TO_DATE('2025-11-12', 'YYYY-MM-DD'), TO_DATE('2025-11-12 08:24:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-12 17:50:46', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18102, TO_DATE('2025-11-13', 'YYYY-MM-DD'), TO_DATE('2025-11-13 14:17:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-13 17:51:36', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18103, TO_DATE('2025-11-14', 'YYYY-MM-DD'), TO_DATE('2025-11-14 08:27:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-14 17:50:20', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18104, TO_DATE('2025-11-17', 'YYYY-MM-DD'), TO_DATE('2025-11-17 08:20:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-17 17:56:42', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18105, TO_DATE('2025-11-18', 'YYYY-MM-DD'), TO_DATE('2025-11-18 08:19:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-18 17:53:33', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18106, TO_DATE('2025-11-19', 'YYYY-MM-DD'), TO_DATE('2025-11-19 08:20:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-19 16:57:48', 'YYYY-MM-DD HH24:MI:SS'), 153, 4);
INSERT INTO ATTENDANCE VALUES (18107, TO_DATE('2025-11-20', 'YYYY-MM-DD'), TO_DATE('2025-11-20 08:00:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-20 17:59:25', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18108, TO_DATE('2025-11-21', 'YYYY-MM-DD'), TO_DATE('2025-11-21 14:48:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-21 17:51:22', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18109, TO_DATE('2025-11-24', 'YYYY-MM-DD'), TO_DATE('2025-11-24 08:27:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-24 17:51:40', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18110, TO_DATE('2025-11-25', 'YYYY-MM-DD'), TO_DATE('2025-11-25 08:24:21', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-25 17:51:54', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18111, TO_DATE('2025-11-26', 'YYYY-MM-DD'), TO_DATE('2025-11-26 08:27:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-26 17:58:22', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18112, TO_DATE('2025-11-27', 'YYYY-MM-DD'), TO_DATE('2025-11-27 14:39:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-27 17:58:02', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18113, TO_DATE('2025-11-28', 'YYYY-MM-DD'), TO_DATE('2025-11-28 08:21:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-11-28 17:57:22', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18114, TO_DATE('2025-12-01', 'YYYY-MM-DD'), TO_DATE('2025-12-01 08:26:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-01 17:50:18', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18115, TO_DATE('2025-12-02', 'YYYY-MM-DD'), TO_DATE('2025-12-02 08:01:27', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-02 17:52:40', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18116, TO_DATE('2025-12-03', 'YYYY-MM-DD'), TO_DATE('2025-12-03 08:15:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-03 17:53:32', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18117, TO_DATE('2025-12-04', 'YYYY-MM-DD'), TO_DATE('2025-12-04 08:12:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-04 17:54:24', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18118, TO_DATE('2025-12-05', 'YYYY-MM-DD'), TO_DATE('2025-12-05 08:14:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-05 16:57:55', 'YYYY-MM-DD HH24:MI:SS'), 153, 4);
INSERT INTO ATTENDANCE VALUES (18119, TO_DATE('2025-12-08', 'YYYY-MM-DD'), TO_DATE('2025-12-08 14:09:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-08 17:50:02', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18120, TO_DATE('2025-12-09', 'YYYY-MM-DD'), TO_DATE('2025-12-09 08:08:21', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-09 17:53:02', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18121, TO_DATE('2025-12-10', 'YYYY-MM-DD'), TO_DATE('2025-12-10 08:19:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-10 17:52:22', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18122, TO_DATE('2025-12-11', 'YYYY-MM-DD'), TO_DATE('2025-12-11 08:29:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-11 17:58:47', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18123, TO_DATE('2025-12-12', 'YYYY-MM-DD'), NULL, NULL, 153, 5);
INSERT INTO ATTENDANCE VALUES (18124, TO_DATE('2025-12-15', 'YYYY-MM-DD'), TO_DATE('2025-12-15 08:14:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-15 17:56:05', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18125, TO_DATE('2025-12-16', 'YYYY-MM-DD'), TO_DATE('2025-12-16 14:44:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-16 17:58:59', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18126, TO_DATE('2025-12-17', 'YYYY-MM-DD'), TO_DATE('2025-12-17 08:20:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-17 17:58:07', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18127, TO_DATE('2025-12-18', 'YYYY-MM-DD'), TO_DATE('2025-12-18 08:13:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-18 17:50:32', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18128, TO_DATE('2025-12-19', 'YYYY-MM-DD'), TO_DATE('2025-12-19 08:15:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-19 17:53:00', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18129, TO_DATE('2025-12-22', 'YYYY-MM-DD'), TO_DATE('2025-12-22 08:09:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-22 17:58:14', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18130, TO_DATE('2025-12-23', 'YYYY-MM-DD'), TO_DATE('2025-12-23 08:22:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-23 17:57:28', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18131, TO_DATE('2025-12-24', 'YYYY-MM-DD'), TO_DATE('2025-12-24 14:35:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-24 17:54:19', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18132, TO_DATE('2025-12-26', 'YYYY-MM-DD'), TO_DATE('2025-12-26 08:06:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-26 17:55:38', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18133, TO_DATE('2025-12-29', 'YYYY-MM-DD'), TO_DATE('2025-12-29 08:12:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-29 17:54:43', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18134, TO_DATE('2025-12-30', 'YYYY-MM-DD'), TO_DATE('2025-12-30 08:12:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-30 17:56:07', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18135, TO_DATE('2025-12-31', 'YYYY-MM-DD'), TO_DATE('2025-12-31 08:25:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-12-31 17:57:35', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18136, TO_DATE('2026-01-02', 'YYYY-MM-DD'), TO_DATE('2026-01-02 08:25:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-02 17:55:13', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18137, TO_DATE('2026-01-05', 'YYYY-MM-DD'), TO_DATE('2026-01-05 08:26:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-05 16:57:46', 'YYYY-MM-DD HH24:MI:SS'), 153, 4);
INSERT INTO ATTENDANCE VALUES (18138, TO_DATE('2026-01-06', 'YYYY-MM-DD'), TO_DATE('2026-01-06 08:00:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-06 17:55:36', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18139, TO_DATE('2026-01-07', 'YYYY-MM-DD'), TO_DATE('2026-01-07 08:04:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-07 17:52:00', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18140, TO_DATE('2026-01-08', 'YYYY-MM-DD'), TO_DATE('2026-01-08 08:05:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-08 17:54:22', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18141, TO_DATE('2026-01-09', 'YYYY-MM-DD'), TO_DATE('2026-01-09 08:03:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-09 17:59:41', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18142, TO_DATE('2026-01-12', 'YYYY-MM-DD'), TO_DATE('2026-01-12 08:11:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-12 17:52:49', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18143, TO_DATE('2026-01-13', 'YYYY-MM-DD'), TO_DATE('2026-01-13 08:15:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-13 17:52:37', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18144, TO_DATE('2026-01-14', 'YYYY-MM-DD'), TO_DATE('2026-01-14 08:19:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-14 17:57:09', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18145, TO_DATE('2026-01-15', 'YYYY-MM-DD'), TO_DATE('2026-01-15 08:29:09', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-15 17:54:15', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18146, TO_DATE('2026-01-16', 'YYYY-MM-DD'), TO_DATE('2026-01-16 08:28:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-16 17:50:48', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18147, TO_DATE('2026-01-19', 'YYYY-MM-DD'), NULL, NULL, 153, 5);
INSERT INTO ATTENDANCE VALUES (18148, TO_DATE('2026-01-20', 'YYYY-MM-DD'), TO_DATE('2026-01-20 08:15:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-20 17:53:03', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18149, TO_DATE('2026-01-21', 'YYYY-MM-DD'), TO_DATE('2026-01-21 14:23:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-21 17:56:05', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18150, TO_DATE('2026-01-22', 'YYYY-MM-DD'), TO_DATE('2026-01-22 08:17:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-22 17:59:02', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18151, TO_DATE('2026-01-23', 'YYYY-MM-DD'), TO_DATE('2026-01-23 08:19:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-23 17:56:31', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18152, TO_DATE('2026-01-26', 'YYYY-MM-DD'), TO_DATE('2026-01-26 08:21:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-26 17:52:58', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18153, TO_DATE('2026-01-27', 'YYYY-MM-DD'), TO_DATE('2026-01-27 08:23:21', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-27 17:54:46', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18154, TO_DATE('2026-01-28', 'YYYY-MM-DD'), TO_DATE('2026-01-28 08:04:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-28 17:57:23', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18155, TO_DATE('2026-01-29', 'YYYY-MM-DD'), TO_DATE('2026-01-29 14:32:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-01-29 17:54:44', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18156, TO_DATE('2026-01-30', 'YYYY-MM-DD'), NULL, NULL, 153, 5);
INSERT INTO ATTENDANCE VALUES (18157, TO_DATE('2026-02-02', 'YYYY-MM-DD'), TO_DATE('2026-02-02 08:22:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-02-02 17:58:44', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18158, TO_DATE('2026-02-03', 'YYYY-MM-DD'), TO_DATE('2026-02-03 08:15:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-02-03 16:53:58', 'YYYY-MM-DD HH24:MI:SS'), 153, 4);
INSERT INTO ATTENDANCE VALUES (18159, TO_DATE('2026-02-04', 'YYYY-MM-DD'), TO_DATE('2026-02-04 08:09:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-02-04 17:59:11', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18160, TO_DATE('2026-02-05', 'YYYY-MM-DD'), TO_DATE('2026-02-05 14:55:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-02-05 17:58:32', 'YYYY-MM-DD HH24:MI:SS'), 153, 2);
INSERT INTO ATTENDANCE VALUES (18161, TO_DATE('2026-02-06', 'YYYY-MM-DD'), TO_DATE('2026-02-06 08:07:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2026-02-06 17:58:02', 'YYYY-MM-DD HH24:MI:SS'), 153, 1);
INSERT INTO ATTENDANCE VALUES (18162, TO_DATE('2025-08-04', 'YYYY-MM-DD'), TO_DATE('2025-08-04 08:16:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-04 17:53:46', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18163, TO_DATE('2025-08-05', 'YYYY-MM-DD'), TO_DATE('2025-08-05 08:05:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-05 17:58:28', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18164, TO_DATE('2025-08-06', 'YYYY-MM-DD'), TO_DATE('2025-08-06 08:09:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-06 17:55:42', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18165, TO_DATE('2025-08-07', 'YYYY-MM-DD'), TO_DATE('2025-08-07 14:48:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-07 17:51:51', 'YYYY-MM-DD HH24:MI:SS'), 154, 2);
INSERT INTO ATTENDANCE VALUES (18166, TO_DATE('2025-08-08', 'YYYY-MM-DD'), TO_DATE('2025-08-08 08:05:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-08 17:52:14', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18167, TO_DATE('2025-08-11', 'YYYY-MM-DD'), NULL, NULL, 154, 5);
INSERT INTO ATTENDANCE VALUES (18168, TO_DATE('2025-08-12', 'YYYY-MM-DD'), TO_DATE('2025-08-12 08:07:01', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-12 17:55:49', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18169, TO_DATE('2025-08-13', 'YYYY-MM-DD'), TO_DATE('2025-08-13 08:17:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-13 17:53:09', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18170, TO_DATE('2025-08-14', 'YYYY-MM-DD'), TO_DATE('2025-08-14 08:05:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-14 17:52:02', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18171, TO_DATE('2025-08-18', 'YYYY-MM-DD'), TO_DATE('2025-08-18 08:11:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-18 17:52:58', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18172, TO_DATE('2025-08-19', 'YYYY-MM-DD'), TO_DATE('2025-08-19 08:21:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-19 17:57:02', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18173, TO_DATE('2025-08-20', 'YYYY-MM-DD'), TO_DATE('2025-08-20 08:17:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-20 17:56:11', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18174, TO_DATE('2025-08-21', 'YYYY-MM-DD'), TO_DATE('2025-08-21 08:01:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-21 17:56:33', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18175, TO_DATE('2025-08-22', 'YYYY-MM-DD'), TO_DATE('2025-08-22 08:18:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-22 17:56:27', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18176, TO_DATE('2025-08-25', 'YYYY-MM-DD'), TO_DATE('2025-08-25 08:17:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-25 17:54:09', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18177, TO_DATE('2025-08-26', 'YYYY-MM-DD'), TO_DATE('2025-08-26 08:07:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-26 17:55:19', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
INSERT INTO ATTENDANCE VALUES (18178, TO_DATE('2025-08-27', 'YYYY-MM-DD'), TO_DATE('2025-08-27 08:19:23', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-08-27 17:50:11', 'YYYY-MM-DD HH24:MI:SS'), 154, 1);
